price,bathrooms,sqft_living,floors,grade,sqft_above,sqft_basement,yr_built,zipcode,long,sqft_living15
540000.0,1.5,2600,1.0,7,1400,1200,1940,98126,-122.376,1320
519000.0,1.0,830,1.0,7,830,0,1920,98103,-122.34700000000001,1460
311000.0,2.5,1975,2.0,7,1975,0,1996,98038,-122.03399999999999,1975
305000.0,2.5,1900,1.0,7,1420,480,1968,98023,-122.376,1600
395000.0,2.75,2640,1.5,8,2640,0,1963,98058,-122.181,2520
275000.0,1.5,1610,1.0,6,1010,600,1969,98198,-122.306,1320
450000.0,3.25,1770,2.0,8,1430,340,2003,98029,-122.005,1410
324000.0,1.0,1070,1.0,7,1070,0,1955,98133,-122.33200000000001,1490
2795000.0,3.25,4590,2.0,11,3590,1000,1928,98199,-122.41,2920
565000.0,1.0,1540,1.5,7,1540,0,1906,98103,-122.348,1290
373000.0,1.75,1590,2.0,7,1590,0,1960,98133,-122.336,1720
613000.0,2.0,1170,1.5,8,1170,0,1927,98119,-122.37100000000001,2160
614000.0,2.25,2880,1.0,8,1920,960,1981,98072,-122.14299999999999,2410
595000.0,1.75,2510,1.0,8,1680,830,1964,98006,-122.17200000000001,2510
440000.0,1.0,1280,1.0,7,850,430,1983,98074,-122.03299999999999,1280
425000.0,1.5,1570,1.0,8,1570,0,1954,98166,-122.34899999999999,2130
407000.0,1.0,740,1.0,6,740,0,1912,98115,-122.318,1800
472000.0,1.5,1740,1.0,7,1740,0,1955,98007,-122.13600000000001,1390
472000.0,2.5,1180,3.0,8,1180,0,2010,98119,-122.375,1180
1250000.0,2.75,2960,1.0,9,2160,800,1959,98177,-122.37,2940
412000.0,1.75,1880,1.0,7,940,940,1945,98126,-122.37799999999999,1110
717000.0,1.0,1150,1.0,8,1150,0,1959,98117,-122.369,1160
425000.0,1.0,1320,1.0,7,1320,0,1959,98008,-122.12299999999999,1510
299999.0,2.0,1640,1.0,6,820,820,1944,98166,-122.34700000000001,1640
254000.0,2.0,1470,1.0,7,1470,0,1992,98038,-122.054,1580
178500.0,1.0,900,1.0,6,900,0,1961,98001,-122.272,1460
800000.0,1.75,1510,1.0,8,1230,280,1910,98119,-122.363,1300
420000.0,1.0,1440,1.0,6,720,720,1922,98115,-122.319,1280
319900.0,1.0,1380,1.0,7,1380,0,1940,98028,-122.249,1870
350000.0,1.5,1150,1.0,7,1150,0,1944,98125,-122.286,1910
968000.0,2.75,3610,1.0,9,2070,1540,1959,98075,-122.069,2890
491000.0,2.0,1250,3.0,7,1250,0,2000,98107,-122.39,1320
948000.0,2.5,3510,2.0,9,3510,0,2002,98075,-122.03200000000001,3510
900000.0,2.5,2260,2.0,8,1700,560,1925,98117,-122.399,1740
270000.0,1.75,2840,1.0,7,1420,1420,1977,98042,-122.119,1650
198000.0,1.5,1430,1.0,7,820,610,1980,98023,-122.369,1430
250000.0,1.0,1420,1.0,7,1420,0,1953,98166,-122.359,1220
615000.0,2.5,2120,2.0,8,2120,0,2004,98029,-121.994,2170
550000.0,2.5,2080,2.0,8,2080,0,1988,98029,-122.021,2210
190000.0,2.5,1370,2.0,7,1370,0,1987,98188,-122.28299999999999,1370
629000.0,2.25,1900,1.0,8,1280,620,1984,98006,-122.126,2330
434000.0,1.75,1660,1.0,7,1660,0,1955,98028,-122.26299999999999,1660
415885.0,1.0,1310,1.0,7,1310,0,1964,98126,-122.381,1120
550000.0,2.5,1840,1.0,7,920,920,1926,98105,-122.32700000000001,1780
272000.0,0.75,1040,1.0,7,580,460,1991,98178,-122.251,1560
665000.0,2.5,2610,2.0,10,2610,0,1988,98072,-122.101,3060
510000.0,2.0,1990,1.0,7,1990,0,1971,98006,-122.17200000000001,2120
530000.0,2.0,3080,1.0,8,1740,1340,1965,98166,-122.366,2100
355000.0,1.0,1200,1.0,7,1200,0,1970,98072,-122.101,1960
255000.0,1.0,1250,1.0,7,1250,0,1955,98148,-122.32700000000001,1260
790000.0,2.75,2640,2.0,10,2640,0,1990,98052,-122.125,2980
695000.0,1.75,1790,2.0,8,1790,0,1952,98004,-122.20100000000001,1840
255000.0,2.0,1140,1.0,7,1140,0,1954,98148,-122.335,1130
410000.0,2.25,1790,1.5,7,1380,410,1985,98072,-122.171,2140
650000.0,2.75,1910,1.0,7,1420,490,1940,98117,-122.39,2300
675000.0,1.75,1530,1.5,7,1530,0,1913,98103,-122.334,1650
332888.0,2.5,1050,2.0,8,950,100,2007,98122,-122.29899999999999,1350
300000.0,1.75,1730,1.0,7,1130,600,1976,98031,-122.18799999999999,1950
320000.0,1.5,1100,1.0,7,1100,0,1954,98006,-122.141,1380
342500.0,2.25,2100,1.0,7,1050,1050,1963,98059,-122.134,2100
752875.0,2.5,2800,2.0,9,2800,0,1992,98072,-122.11200000000001,2280
1730000.0,3.5,5000,2.0,10,3410,1590,2008,98040,-122.21,3360
255000.0,0.5,880,1.0,6,500,380,1910,98126,-122.37200000000001,1410
244000.0,2.5,1470,2.0,7,1470,0,1991,98155,-122.323,1360
1420000.0,3.25,3950,2.0,10,3430,520,2006,98033,-122.189,2070
218000.0,1.0,980,1.0,7,980,0,1956,98168,-122.306,1430
359000.0,1.0,2180,1.5,7,2180,0,1950,98155,-122.307,1360
840000.0,2.75,3040,2.0,11,3040,0,2003,98059,-122.149,3830
900000.0,3.75,4130,2.0,9,3170,960,1985,98077,-122.065,4130
205000.0,1.75,1850,1.5,7,1850,0,1972,98042,-122.11,1750
205000.0,2.5,1600,2.0,7,1600,0,1993,98042,-122.165,1410
500000.0,1.5,2070,2.0,7,1370,700,1951,98108,-122.29899999999999,2070
510000.0,2.5,3180,2.0,7,3180,0,2001,98059,-122.14,2610
1135000.0,4.25,6900,2.0,9,4820,2080,2002,98077,-122.012,4170
1545000.0,2.25,2640,2.0,7,2080,560,1908,98109,-122.344,1910
210000.0,1.5,1920,1.0,6,1920,0,1953,98038,-122.074,1616
597500.0,1.75,2030,1.0,8,1600,430,1981,98052,-122.098,2910
400000.0,1.0,1140,1.5,6,1140,0,1932,98092,-122.228,1580
412000.0,1.0,1660,1.0,7,1260,400,1952,98155,-122.318,1390
299950.0,1.5,1390,3.0,7,1390,0,2005,98133,-122.35700000000001,1340
1081000.0,3.0,2490,1.5,8,1690,800,1922,98105,-122.32600000000001,1960
422500.0,2.5,2550,2.0,9,2550,0,1990,98031,-122.212,2630
410000.0,2.0,1270,1.0,6,1270,0,1968,98033,-122.16799999999999,1470
1400000.0,3.25,2980,2.0,10,2140,840,1900,98144,-122.292,2200
245000.0,2.0,1470,1.0,8,1470,0,1974,98023,-122.385,1980
720000.0,3.0,3550,1.5,10,2180,1370,1990,98011,-122.205,3170
315000.0,1.0,780,1.0,6,780,0,1935,98118,-122.279,1750
191950.0,2.5,1390,2.0,7,1390,0,1987,98003,-122.329,1390
455000.0,2.5,2440,2.0,8,2440,0,2005,98056,-122.193,2260
523000.0,1.5,1260,1.5,8,1260,0,1931,98116,-122.38799999999999,1700
250000.0,2.25,1640,2.0,7,1640,0,1918,98002,-122.21,1230
294000.0,3.0,1670,1.5,7,1140,530,1929,98055,-122.199,1010
490000.0,2.25,2380,1.0,8,2040,340,1961,98115,-122.275,1680
310000.0,1.0,1030,1.0,7,1030,0,1971,98126,-122.37,1250
265000.0,1.5,1560,1.0,7,1560,0,1961,98022,-121.999,1400
402000.0,1.75,1640,1.0,7,1010,630,1968,98052,-122.116,1680
705000.0,2.5,2200,1.0,8,2200,0,2007,98022,-122.00200000000001,2700
589450.0,2.5,3190,2.0,10,3190,0,2005,98038,-122.00200000000001,3190
219950.0,1.5,1200,1.0,7,1200,0,1964,98188,-122.26899999999999,2120
750000.0,2.25,2250,2.0,8,1510,740,1975,98115,-122.271,2240
478000.0,1.75,1960,1.0,7,980,980,1904,98199,-122.40100000000001,1650
170000.0,1.0,1250,1.0,7,1250,0,1958,98188,-122.29,1510
489950.0,2.25,2640,1.0,9,2640,0,1986,98092,-122.116,2780
1370000.0,2.25,2460,1.5,9,1930,530,1936,98117,-122.404,2260
319950.0,2.5,1700,2.0,7,1700,0,1996,98038,-122.025,1950
208417.0,1.0,840,1.0,5,840,0,1938,98108,-122.316,830
410000.0,2.0,1900,1.0,6,950,950,1914,98117,-122.38,1230
590000.0,2.75,2160,1.0,7,1080,1080,1969,98125,-122.27600000000001,2450
648000.0,1.75,1610,1.0,8,1610,0,1961,98006,-122.17399999999999,2270
255000.0,2.5,1720,2.0,8,1720,0,1998,98092,-122.221,1720
465000.0,2.75,2190,2.0,8,2190,0,2004,98072,-122.16799999999999,2190
622000.0,1.75,3020,1.0,8,1510,1510,1958,98006,-122.181,2230
306000.0,1.75,1980,1.0,7,1980,0,1991,98030,-122.22399999999999,1630
617000.0,2.5,1880,2.0,7,1880,0,1947,98199,-122.39299999999999,1230
438750.0,1.75,1610,1.0,7,1610,0,1947,98125,-122.307,1230
1280000.0,3.0,3260,2.0,9,2300,960,1930,98109,-122.353,2410
995000.0,3.25,3970,2.0,9,2970,1000,1979,98177,-122.385,2520
1580000.0,2.5,4570,2.0,12,4570,0,1948,98177,-122.37200000000001,3810
635000.0,2.75,2620,1.5,7,1710,910,1911,98117,-122.38799999999999,1790
215000.0,1.0,1180,1.0,7,1180,0,1970,98031,-122.166,1290
530000.0,2.5,1365,3.0,7,1315,50,2003,98115,-122.324,1360
295000.0,1.0,720,1.0,6,720,0,1943,98106,-122.354,1000
245000.0,2.25,1350,1.0,7,930,420,1981,98032,-122.289,1460
400000.0,2.5,3060,1.0,8,1530,1530,1967,98058,-122.146,2690
303000.0,2.75,1850,2.0,8,1850,0,1993,98022,-122.01,1850
330000.0,1.75,1320,1.5,7,1320,0,1970,98024,-121.902,1160
700000.0,1.75,1990,2.0,9,1990,0,1980,98028,-122.262,2880
126000.0,1.0,610,1.0,5,610,0,1922,98055,-122.197,1090
850000.0,1.0,2500,1.5,7,2500,0,1955,98005,-122.15299999999999,2880
405000.0,2.0,1440,1.0,7,1440,0,1965,98034,-122.185,1800
869900.0,4.5,2750,2.0,8,1770,980,1987,98103,-122.335,1860
485000.0,1.75,1790,1.0,8,1790,0,1951,98126,-122.37700000000001,1310
400000.0,2.0,1050,2.0,8,720,330,2004,98122,-122.302,1340
299950.0,2.5,1780,2.0,7,1780,0,2011,98038,-122.04700000000001,3050
585000.0,2.5,2200,2.0,8,2200,0,1994,98034,-122.225,2270
495000.0,2.0,1720,2.0,7,1470,250,1938,98115,-122.321,1510
2200000.0,4.5,5840,2.0,12,4570,1270,2006,98029,-121.991,4850
447000.0,2.25,1520,2.0,7,1520,0,1984,98074,-122.059,1530
206000.0,1.0,1320,1.0,7,1320,0,1968,98092,-122.18299999999999,1320
500000.0,1.0,1070,1.0,7,950,120,1930,98116,-122.383,1090
302500.0,2.5,1990,2.0,8,1990,0,1994,98030,-122.191,1850
1250000.0,4.25,4980,2.0,9,3080,1900,1982,98052,-122.101,2840
391000.0,1.0,890,1.0,6,890,0,1946,98117,-122.368,1690
250000.0,2.0,1440,2.0,7,1440,0,1986,98038,-122.046,1480
435000.0,2.5,2440,2.0,7,2440,0,2003,98059,-122.149,2440
160000.0,2.25,1800,1.0,7,1440,360,1962,98055,-122.223,2400
451000.0,3.0,2260,1.0,7,1330,930,2003,98155,-122.322,1940
206000.0,1.0,810,1.0,6,810,0,1944,98168,-122.325,1090
590000.0,2.75,2240,2.0,7,1540,700,1940,98116,-122.402,1830
695000.0,2.5,4560,2.0,9,3800,760,1986,98074,-122.03,2360
350000.0,1.5,1550,1.0,7,1550,0,1954,98031,-122.20200000000001,1550
1236300.0,3.5,3180,2.0,10,2420,760,2001,98199,-122.39399999999999,2060
395000.0,2.25,2950,1.0,7,1700,1250,1970,98072,-122.087,1790
419000.0,3.0,2190,2.0,7,2190,0,1999,98178,-122.23899999999999,1440
592350.0,2.0,1570,1.0,8,1570,0,2006,98053,-122.01700000000001,2165
855000.0,3.25,3420,2.0,9,2620,800,2003,98027,-122.06700000000001,3310
771000.0,2.5,2420,2.0,9,2420,0,1991,98033,-122.197,2650
325000.0,2.25,1570,1.0,7,1570,0,1967,98022,-122.016,1570
1850000.0,3.25,3680,2.0,9,2630,1050,1925,98112,-122.304,3050
545000.0,1.75,1910,1.0,7,1210,700,1953,98116,-122.391,1780
615000.0,1.75,1780,1.0,7,990,790,1927,98116,-122.38600000000001,1780
625500.0,1.0,2160,1.0,6,1300,860,1953,98115,-122.286,1680
232000.0,1.5,1460,1.0,7,1460,0,1966,98001,-122.271,1510
168000.0,1.5,1370,1.0,6,1370,0,1963,98055,-122.189,2350
238000.0,1.5,1370,1.0,6,1370,0,1963,98055,-122.189,2350
260000.0,2.5,1500,2.0,8,1500,0,1998,98092,-122.221,1720
460000.0,1.75,1210,1.0,7,1210,0,1951,98027,-122.03299999999999,1250
900000.0,2.5,2850,1.0,8,1680,1170,1952,98155,-122.288,2670
289950.0,1.0,1090,1.0,6,1090,0,1947,98155,-122.318,1060
265000.0,1.75,1450,1.0,7,1450,0,1991,98038,-122.037,1520
465000.0,2.25,1820,1.0,8,1340,480,1977,98072,-122.096,1270
370000.0,1.5,1320,1.0,7,1320,0,1971,98034,-122.211,1380
240000.0,1.5,1670,1.0,7,1670,0,1941,98146,-122.348,1670
232000.0,2.0,1440,1.0,5,1440,0,1943,98056,-122.181,1500
237502.0,1.0,980,1.0,7,980,0,1951,98126,-122.375,1300
1280000.0,3.5,4340,2.0,10,2850,1490,2008,98199,-122.397,1290
957000.0,2.25,2860,1.0,8,1430,1430,1966,98005,-122.16799999999999,2190
218000.0,1.5,1140,1.0,6,1140,0,1970,98042,-122.08,980
205000.0,1.5,1120,1.0,7,1120,0,1968,98042,-122.11,1260
350000.0,3.25,1460,2.0,8,1130,330,2006,98126,-122.374,1560
256000.0,2.5,2050,2.0,7,2050,0,2002,98198,-122.315,2030
275000.0,1.0,1250,1.0,7,1000,250,1952,98125,-122.291,1310
372000.0,2.5,2520,2.0,9,2520,0,1990,98031,-122.21600000000001,2540
688888.0,3.25,2580,1.5,9,1760,820,1978,98027,-122.054,2140
170000.0,1.0,1200,2.0,7,1200,0,1976,98053,-121.961,2150
530000.0,2.25,2140,1.0,7,1070,1070,1962,98007,-122.137,1680
905000.0,3.25,3440,2.0,11,3440,0,2006,98029,-121.995,3580
365000.0,2.5,1800,1.0,7,1080,720,1979,98118,-122.28,1870
312000.0,2.5,1790,1.0,7,1290,500,1981,98031,-122.18799999999999,1730
400000.0,1.75,1250,1.0,7,1250,0,1922,98126,-122.37100000000001,1250
278750.0,2.0,800,1.0,6,800,0,1936,98133,-122.346,1160
510000.0,2.0,1410,1.0,8,1410,0,1965,98006,-122.12700000000001,2690
527700.0,2.25,1330,3.0,8,1330,0,2009,98117,-122.395,1320
740000.0,2.75,2890,1.5,9,2190,700,1931,98109,-122.351,2280
512000.0,2.5,2550,2.0,9,2550,0,1996,98059,-122.13600000000001,2840
362000.0,2.5,2880,2.0,8,2880,0,2001,98030,-122.185,1960
225000.0,1.0,660,1.0,5,660,0,1940,98168,-122.33,1320
491500.0,2.25,1470,2.0,7,1470,0,1985,98029,-122.01799999999999,1610
429950.0,1.75,1700,1.0,8,1320,380,1959,98133,-122.351,2000
375000.0,1.0,1040,1.0,7,1040,0,1955,98006,-122.155,1280
199400.0,1.0,880,1.0,6,880,0,1916,98106,-122.352,1430
364900.0,2.5,2490,2.0,9,2490,0,1996,98042,-122.147,2650
324950.0,1.5,1210,1.0,7,1210,0,1941,98126,-122.374,980
467000.0,2.0,2080,1.0,6,1040,1040,1909,98144,-122.30799999999999,1940
380000.0,1.0,1380,1.0,7,1380,0,1954,98125,-122.288,1190
250000.0,2.25,1620,1.0,7,1620,0,1966,98055,-122.194,1910
700000.0,1.0,1680,1.5,7,1680,0,1921,98103,-122.33200000000001,1710
206990.0,1.0,1330,1.0,6,1330,0,1976,98092,-122.12700000000001,1300
670000.0,1.75,1730,1.0,7,970,760,1928,98107,-122.36399999999999,1640
315000.0,1.0,790,1.0,6,790,0,1955,98052,-122.164,1380
319950.0,2.5,2240,2.0,8,2240,0,1985,98092,-122.22,2190
419000.0,1.5,1500,1.0,7,1500,0,1958,98177,-122.38,1630
205000.0,2.0,1800,1.0,8,1800,0,1989,98092,-122.21700000000001,2220
335000.0,2.5,1980,2.0,7,1980,0,2004,98038,-122.04,1980
397000.0,1.75,1340,1.0,7,1340,0,1953,98103,-122.348,1550
370000.0,1.0,750,1.0,7,750,0,1908,98122,-122.301,1630
330000.0,2.25,1790,1.0,7,1170,620,1969,98059,-122.149,1990
1785000.0,3.5,5490,1.0,12,2910,2580,1996,98006,-122.11399999999999,4290
399000.0,2.0,1940,1.0,7,1140,800,1978,98155,-122.28299999999999,1940
400000.0,1.75,2670,2.0,8,2670,0,1972,98092,-122.061,2190
249900.0,2.0,1220,1.0,7,1220,0,1994,98038,-122.059,1570
717000.0,1.5,1310,1.0,7,1090,220,1956,98117,-122.39200000000001,1570
319000.0,2.5,1930,2.0,8,1930,0,1995,98031,-122.166,2280
635000.0,3.0,2100,2.0,8,2100,0,1972,98115,-122.291,1320
355000.0,1.0,1180,1.0,7,1180,0,1977,98155,-122.294,1320
1600000.0,3.25,4320,2.0,12,4320,0,1990,98006,-122.12200000000001,4410
585000.0,1.75,3140,1.0,7,2320,820,1951,98033,-122.17299999999999,2240
320000.0,2.0,2320,1.0,7,1160,1160,1960,98168,-122.316,1380
305495.0,1.75,2110,2.0,7,2110,0,1966,98059,-122.154,1800
240000.0,2.0,1790,1.0,7,1670,120,1960,98198,-122.321,2440
199950.0,2.5,1740,1.0,7,1740,0,1959,98198,-122.29899999999999,1740
1620000.0,3.25,3820,2.0,10,3820,0,2005,98004,-122.194,2440
770000.0,3.5,2050,2.0,9,1750,300,1930,98166,-122.376,2300
255000.0,2.25,1680,2.0,8,1680,0,2002,98092,-122.186,1678
289000.0,2.25,1930,1.0,8,1930,0,1974,98058,-122.12799999999999,1930
494500.0,3.0,3760,2.0,8,2470,1290,2002,98056,-122.191,1960
746000.0,2.25,2370,1.0,8,1650,720,1973,98052,-122.09899999999999,1960
385000.0,3.0,2120,2.0,8,2120,0,1978,98059,-122.141,2180
688100.0,2.5,2370,2.0,8,2370,0,1987,98052,-122.09899999999999,2110
870300.0,2.5,2350,1.5,8,1690,660,1910,98103,-122.335,1750
310000.0,1.0,1180,1.5,7,1180,0,1956,98155,-122.32700000000001,1180
500000.0,2.5,2270,2.0,8,2270,0,1999,98133,-122.351,1770
255000.0,2.25,1830,1.0,7,1400,430,1977,98042,-122.161,1960
1475000.0,2.75,3910,1.0,9,1970,1940,1949,98112,-122.289,3480
154500.0,1.0,890,1.0,6,890,0,1957,98148,-122.32799999999999,1590
425000.0,2.25,1820,1.0,7,1260,560,1974,98034,-122.16799999999999,1850
700000.0,2.5,2440,2.0,10,2440,0,1988,98029,-122.01899999999999,2490
410500.0,1.0,1110,1.0,6,740,370,1916,98109,-122.352,1590
432000.0,2.0,1870,1.0,7,1210,660,1969,98034,-122.179,1620
530000.0,1.5,1240,1.5,8,1240,0,1914,98144,-122.291,1420
465000.0,2.0,1560,1.0,7,1560,0,1967,98034,-122.186,1970
498688.0,2.5,1910,2.0,8,1910,0,1989,98029,-122.009,1800
573500.0,1.0,2200,1.0,9,1600,600,1952,98166,-122.37200000000001,1880
349900.0,2.75,2530,2.0,8,2530,0,1994,98023,-122.344,2490
220000.0,1.0,1130,1.0,7,1130,0,1958,98056,-122.176,1460
260000.0,1.0,820,1.0,6,820,0,1918,98106,-122.354,1000
290000.0,1.0,960,1.0,6,960,0,1918,98118,-122.26700000000001,1210
615000.0,1.5,1980,1.5,8,1780,200,1930,98144,-122.294,2250
730000.0,3.5,3370,2.0,10,2250,1120,2001,98034,-122.223,3080
1950000.0,3.25,7420,2.0,12,7420,0,2002,98045,-121.764,5610
332500.0,2.25,1800,2.0,7,1800,0,1995,98038,-122.03200000000001,1870
650000.0,3.5,3990,2.0,9,2820,1170,1990,98011,-122.208,2750
1400000.0,2.5,4070,3.0,8,3390,680,2002,98115,-122.32700000000001,2020
465000.0,1.75,1640,1.5,7,1480,160,1915,98011,-122.205,1440
690000.0,3.25,3730,2.0,10,2460,1270,1990,98029,-122.01899999999999,3680
289900.0,1.75,1220,1.0,7,1220,0,1966,98058,-122.15700000000001,1640
1620000.0,3.5,3490,2.0,9,2570,920,2009,98112,-122.281,1880
339950.0,2.5,1730,2.0,7,1730,0,1999,98148,-122.329,1780
367999.0,2.75,3430,1.5,8,3430,0,1972,98023,-122.382,2090
380000.0,2.5,2320,2.0,7,2320,0,1994,98038,-122.02600000000001,2010
440000.0,1.75,2030,1.0,7,2030,0,1953,98166,-122.365,1950
975000.0,4.0,4850,2.0,10,4850,0,1977,98005,-122.15799999999999,3850
309500.0,1.5,1340,1.0,7,1340,0,1968,98028,-122.234,1540
350000.0,1.0,1130,1.0,6,1130,0,1948,98155,-122.306,1180
215000.0,2.0,1180,2.0,6,1180,0,2005,98038,-122.021,1310
254000.0,1.0,910,1.0,6,910,0,1943,98118,-122.266,1460
567000.0,1.75,1630,1.5,7,1630,0,1908,98115,-122.322,1800
402000.0,1.0,710,2.0,7,710,0,1943,98102,-122.329,1370
365000.0,1.0,1520,1.0,5,1520,0,1948,98045,-121.76899999999999,1740
625000.0,2.5,2820,2.0,9,2820,0,2014,98155,-122.325,1300
432000.0,1.75,1970,1.5,7,1970,0,1942,98126,-122.37299999999999,1230
335500.0,3.0,2240,1.0,8,1700,540,1968,98058,-122.149,2280
672500.0,1.75,1860,1.0,8,1020,840,1956,98116,-122.40700000000001,2130
336000.0,1.0,1780,1.5,6,1780,0,1919,98118,-122.27799999999999,1460
294400.0,2.5,1788,2.0,7,1788,0,1990,98002,-122.21799999999999,1700
541900.0,2.5,1880,2.0,8,1880,0,1988,98007,-122.147,1840
505000.0,1.75,2300,1.0,8,1520,780,1977,98052,-122.12799999999999,2300
255000.0,2.5,1610,2.0,7,1610,0,1994,98030,-122.17299999999999,1680
435000.0,2.5,2270,1.0,7,1470,800,1964,98011,-122.204,2270
636000.0,1.75,1230,1.5,7,1230,0,1925,98119,-122.361,1210
655000.0,3.5,3420,2.0,9,3420,0,2004,98010,-121.986,3420
280500.0,1.5,1670,1.0,7,1370,300,1953,98148,-122.323,1090
520000.0,1.0,1120,1.0,7,900,220,1946,98117,-122.37200000000001,1500
354000.0,2.5,2580,2.0,8,2580,0,2005,98031,-122.205,2900
810000.0,2.75,3847,1.0,9,2299,1548,1975,98003,-122.322,2690
400000.0,2.5,3630,1.5,9,2300,1330,1979,98092,-122.19,2830
879900.0,2.75,3580,1.0,10,1840,1740,1979,98074,-122.05,2910
1288000.0,4.0,4050,2.0,10,2780,1270,1980,98040,-122.225,3120
902500.0,3.5,3240,2.0,10,2130,1110,1992,98010,-122.03299999999999,3180
900000.0,1.75,1540,1.5,7,1540,0,1902,98122,-122.295,1330
419500.0,2.5,2550,2.0,7,2550,0,2003,98056,-122.18,2560
685000.0,2.0,2340,1.0,8,1270,1070,1953,98199,-122.40100000000001,1600
429950.0,2.5,2320,2.0,8,2320,0,2004,98059,-122.13600000000001,2330
464950.0,2.5,1640,2.0,7,1640,0,2011,98106,-122.365,1640
239900.0,1.0,910,1.0,6,910,0,1983,98045,-121.771,1410
406250.0,3.25,2550,2.0,8,2550,0,1990,98019,-121.963,2370
447000.0,2.5,2660,2.0,8,2660,0,1997,98045,-121.781,2480
466800.0,2.5,1480,2.0,7,1480,0,1996,98033,-122.186,1660
674000.0,2.5,2810,1.0,7,1740,1070,1962,98008,-122.12,1970
525000.0,1.0,830,1.0,7,830,0,1924,98103,-122.348,1350
674950.0,2.75,3510,2.0,10,3510,0,1990,98038,-122.01799999999999,2970
374900.0,2.5,2480,2.0,7,2480,0,2004,98058,-122.116,2230
1443920.0,3.0,3720,2.5,9,2720,1000,1905,98102,-122.322,2610
559500.0,2.25,2150,2.0,8,2150,0,1984,98052,-122.113,2240
522500.0,2.5,2370,2.0,9,2370,0,2003,98065,-121.863,2660
1130000.0,2.5,4310,2.0,10,4310,0,1988,98053,-122.056,3170
498500.0,2.75,2990,2.0,8,2990,0,1996,98059,-122.162,2290
571000.0,1.0,1350,1.5,8,1350,0,1930,98117,-122.38600000000001,1520
543000.0,2.0,2370,1.5,7,1600,770,1992,98027,-122.088,2370
271920.0,2.0,1410,1.0,7,1410,0,1985,98001,-122.265,2090
104950.0,1.0,1170,1.0,6,1170,0,1949,98146,-122.346,1820
485500.0,2.5,1800,2.0,8,1800,0,1999,98075,-122.014,1800
1210000.0,2.75,3650,2.0,9,2530,1120,1951,98115,-122.275,3140
260250.0,1.75,1490,1.0,7,1490,0,1993,98038,-122.037,1490
875909.0,2.5,3610,2.0,10,3610,0,1996,98075,-121.97399999999999,3000
455000.0,1.75,2050,1.0,7,1250,800,1959,98058,-122.084,2270
309000.0,1.0,1092,1.5,6,1092,0,1918,98106,-122.354,930
229000.0,2.25,2010,1.0,8,1170,840,1979,98023,-122.396,1990
250000.0,2.0,1680,2.0,7,1680,0,1953,98003,-122.305,1250
600000.0,2.0,2510,1.0,9,2510,0,1960,98034,-122.258,3180
535000.0,2.5,2280,2.0,8,2280,0,2004,98077,-122.07600000000001,2300
571000.0,2.5,2510,2.0,7,2510,0,2001,98053,-122.041,2530
1030000.0,2.75,3190,1.0,9,1690,1500,1976,98006,-122.16,3100
600000.0,3.25,4690,2.0,10,3680,1010,1995,98155,-122.28299999999999,2910
469500.0,2.25,1850,1.0,7,1300,550,1977,98072,-122.101,1580
1150000.0,3.0,4160,2.0,11,3040,1120,2001,98059,-122.149,3780
785000.0,1.5,2220,1.5,8,1970,250,1925,98105,-122.325,1984
872750.0,2.5,2870,2.0,10,2870,0,1991,98052,-122.102,2840
900000.0,2.75,3950,1.0,10,2050,1900,1955,98117,-122.384,3130
350000.0,1.75,1740,1.5,8,1740,0,2002,98065,-121.82799999999999,1560
2575000.0,3.0,4780,1.0,10,3660,1120,1975,98039,-122.23899999999999,4660
940000.0,2.5,3160,1.0,10,3160,0,1980,98005,-122.15700000000001,3900
185000.0,1.75,1990,1.0,7,1990,0,1955,98023,-122.35,2240
850000.0,3.5,3920,2.0,10,3920,0,1996,98053,-121.988,2550
201000.0,1.0,960,1.0,7,960,0,1963,98022,-122.039,1930
499000.0,1.5,1540,2.0,7,1540,0,1980,98133,-122.353,1470
315000.0,2.5,1970,2.0,7,1970,0,2002,98059,-122.164,1840
509950.0,2.5,1880,2.0,8,1880,0,1993,98029,-121.999,2060
286300.0,2.75,2000,1.0,8,1260,740,1964,98178,-122.259,2130
590000.0,2.5,1990,2.0,8,1310,680,1997,98034,-122.20100000000001,2450
325000.0,1.0,1400,1.5,6,1400,0,1948,98106,-122.361,1600
625000.0,2.5,3190,2.0,9,3190,0,1997,98010,-122.03,2810
378000.0,1.5,1000,1.0,7,1000,0,1947,98125,-122.319,1000
239950.0,1.75,1670,1.0,7,1170,500,1978,98023,-122.38,1740
550000.0,2.0,2100,1.0,7,1060,1040,1924,98105,-122.31700000000001,1920
325000.0,1.0,1010,1.0,6,1010,0,1903,98118,-122.28,1560
831000.0,2.5,2030,1.5,7,1630,400,1926,98103,-122.34,2000
249000.0,1.0,1090,1.0,6,1090,0,1950,98028,-122.26,1910
484000.0,1.75,2440,1.0,7,1390,1050,1976,98072,-122.11,1390
395000.0,3.0,2500,2.0,9,2500,0,2002,98092,-122.16799999999999,2700
839900.0,2.5,3420,2.0,9,3420,0,2002,98074,-122.064,3080
760000.0,2.5,2850,2.0,8,2850,0,1998,98052,-122.161,1720
750000.0,1.5,2030,1.5,8,1530,500,1927,98116,-122.383,2610
3000000.0,3.75,4590,2.0,11,3450,1140,1927,98112,-122.288,3870
440000.0,2.5,2230,2.0,7,2230,0,2004,98065,-121.84700000000001,2230
